"","tag","p_tag","sex","partner_type","age","p_age","pers","p_pers","pair_id","cycle","cycle_p_tag","cycle_pair","new_part","NumDays","breed_stage","no_hours","part_prev_bout"
"73",22945,20125,"Female","Partner",16,15,2.725945,2.673177,"20125_22945","D","D_20125","D_20125_22945",0,13,"incu",65.333328,30.66672
"74",22945,20125,"Female","Partner",16,15,2.725945,2.673177,"20125_22945","D","D_20125","D_20125_22945",0,9,"incu",57,30
"75",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,38,"incu",196.3333333,111.83328
"76",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,51,"incu",13.66666667,117.33336
"77",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,14,"incu",211.6666667,9.83328
"78",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,79,"incu",234.3333333,265.16664
"79",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,60,"incu",198.1666667,191.50008
"80",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,29,"incu",92.66666667,159.49992
"81",28460,27879,"Female","Partner",30,31,0.6418972,3.377633,"27879_28460","D","D_27879","D_27879_28460",0,4,"incu",86.666664,30.66672
"82",28460,27879,"Female","Partner",30,31,0.6418972,3.377633,"27879_28460","D","D_27879","D_27879_28460",0,19,"incu",121.6666667,283.16664
"83",19354,20140,"Male","Partner",19,16,0.1097958,1.32351,"20140_19354","E","E_20140","E_20140_19354",0,27,"incu",113,125.8332
"84",19354,20140,"Male","Partner",19,16,0.1097958,1.32351,"20140_19354","E","E_20140","E_20140_19354",0,9,"incu",17.5,155.66664
"85",19354,20140,"Male","Partner",19,16,0.1097958,1.32351,"20140_19354","E","E_20140","E_20140_19354",0,21,"incu",15.5,7.83336
"86",19354,20140,"Male","Partner",19,16,0.1097958,1.32351,"20140_19354","E","E_20140","E_20140_19354",0,17,"incu",92.5,167.00016
"87",4705,21667,"Female","Partner",41,42,3.404814,0.3438821,"21667_4705","E","E_21667","E_21667_4705",0,4,"incu",79.66666667,7.33344
"88",4705,21667,"Female","Partner",41,42,3.404814,0.3438821,"21667_4705","E","E_21667","E_21667_4705",0,9,"incu",124,20.66664
"89",4705,21667,"Female","Partner",41,42,3.404814,0.3438821,"21667_4705","E","E_21667","E_21667_4705",0,24,"incu",164.1666667,232.99992
"90",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,77,"incu",124.8333333,243.1668
"91",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,85,"incu",127.8333333,65.66664
"92",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,20,"incu",149.8333333,110.49984
"93",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,75,"incu",141.3333333,142.5
"94",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,14,"incu",22.16666667,119.16672
"95",19859,8440,"Female","Partner",18,32,0.69982,2.298154,"8440_19859","F","F_8440","F_8440_19859",0,22,"incu",14,30.83352
"96",19859,8440,"Female","Partner",18,32,0.69982,2.298154,"8440_19859","F","F_8440","F_8440_19859",0,6,"incu",44.83333333,26.33328
"97",19859,8440,"Female","Partner",18,32,0.69982,2.298154,"8440_19859","F","F_8440","F_8440_19859",0,11,"incu",231.3333333,62.83344
"98",19859,8440,"Female","Partner",18,32,0.69982,2.298154,"8440_19859","F","F_8440","F_8440_19859",0,3,"incu",45,46.5
"99",19859,8440,"Female","Partner",18,32,0.69982,2.298154,"8440_19859","F","F_8440","F_8440_19859",0,8,"incu",24.16666667,1.83336
"100",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,9,"incu",321.8333333,33
"101",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,6,"incu",16.66666667,37.5
"102",27664,21599,"Male","Partner",28,30,2.253362,2.148402,"21599_27664","F","F_21599","F_21599_27664",0,83,"incu",202.66668,22.5
"103",27664,21599,"Male","Partner",28,30,2.253362,2.148402,"21599_27664","F","F_21599","F_21599_27664",0,71,"incu",286.6666667,178.16664
"104",28682,27757,"Female","Partner",9,25,1.819745,0.5560877,"27757_28682","F","F_27757","F_27757_28682",0,46,"incu",219.8333333,239.16648
"105",28682,27757,"Female","Partner",9,25,1.819745,0.5560877,"27757_28682","F","F_27757","F_27757_28682",0,27,"incu",221,48.99984
"106",9512,22953,"Male","Partner",36,34,1.073853,3.247322,"22953_9512","F","F_22953","F_22953_9512",0,6,"incu",95.66666667,131.83344
"107",9512,22953,"Male","Partner",36,34,1.073853,3.247322,"22953_9512","F","F_22953","F_22953_9512",0,20,"incu",38,228.16656
"108",18985,19563,"Male","Partner",22,20,1.493024,0.6810683,"19563_18985","G","G_19563","G_19563_18985",0,22,"incu",170.6666667,171.83328
"109",18985,19563,"Male","Partner",22,20,1.493024,0.6810683,"19563_18985","G","G_19563","G_19563_18985",0,14,"incu",12.66666667,73.66656
"110",18985,19563,"Male","Partner",22,20,1.493024,0.6810683,"19563_18985","G","G_19563","G_19563_18985",0,7,"incu",94.33333333,129.66648
"111",21391,5800,"Male","Partner",35,36,1.256826,0.4502542,"5800_21391","G","G_5800","G_5800_21391",0,29,"incu",218.6666667,152.33328
"112",21391,5800,"Male","Partner",35,36,1.256826,0.4502542,"5800_21391","G","G_5800","G_5800_21391",0,22,"incu",16.83333333,67.16664
"113",22752,20615,"Female","Partner",13,15,1.487665,1.602304,"20615_22752","G","G_20615","G_20615_22752",0,66,"incu",265.5,220.3332
"114",22752,20615,"Female","Partner",13,15,1.487665,1.602304,"20615_22752","G","G_20615","G_20615_22752",0,12,"incu",269.8333333,78.1668
"115",22752,20615,"Female","Partner",13,15,1.487665,1.602304,"20615_22752","G","G_20615","G_20615_22752",0,27,"incu",60.16666667,83.83344
"116",22752,20615,"Female","Partner",13,15,1.487665,1.602304,"20615_22752","G","G_20615","G_20615_22752",0,7,"incu",51.33333333,22.99992
"117",22752,20615,"Female","Partner",13,15,1.487665,1.602304,"20615_22752","G","G_20615","G_20615_22752",0,37,"incu",488,175.5
"118",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,36,"incu",313.5,201.50016
"119",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,63,"incu",18.16666667,336.49992
"120",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,27,"incu",12.83333333,123.16656
"121",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,72,"incu",410.5,188.49984
"122",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,8,"incu",59.83332,154.99992
"123",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,11,"incu",35.16666667,9.33336
"124",25251,25261,"Male","Partner",29,37,0.647859,1.038892,"25261_25251","G","G_25261","G_25261_25251",0,16,"incu",149.1666667,85.83336
"125",25800,21694,"Male","Partner",26,42,1.347735,1.448773,"21694_25800","G","G_21694","G_21694_25800",0,6,"incu",14.83333333,79.99992
"126",25800,21694,"Male","Partner",26,42,1.347735,1.448773,"21694_25800","G","G_21694","G_21694_25800",0,31,"incu",110,220.83336
"127",25800,21694,"Male","Partner",26,42,1.347735,1.448773,"21694_25800","G","G_21694","G_21694_25800",0,15,"incu",150.8333333,201.99984
"128",11723,25259,"Female","Partner",21,22,-0.05122678,0.4426708,"25259_11723","A","A_25259","A_25259_11723",0,98,"brood",72.83333333,70.83336
"129",11723,25259,"Female","Partner",21,22,-0.05122678,0.4426708,"25259_11723","A","A_25259","A_25259_11723",0,108,"brood",68.83333333,51.33336
"130",11723,25259,"Female","Partner",21,22,-0.05122678,0.4426708,"25259_11723","A","A_25259","A_25259_11723",0,92,"brood",66.5,73.5
"131",11723,25259,"Female","Partner",21,22,-0.05122678,0.4426708,"25259_11723","A","A_25259","A_25259_11723",0,104,"brood",52.83333333,69.99984
"132",11723,25259,"Female","Partner",21,22,-0.05122678,0.4426708,"25259_11723","A","A_25259","A_25259_11723",0,115,"brood",44.83333333,96
"133",11727,27759,"Male","Partner",21,19,0.425052,2.729198,"27759_11727","A","A_27759","A_27759_11727",0,91,"brood",50,74.83344
"134",11727,27759,"Male","Partner",21,19,0.425052,2.729198,"27759_11727","A","A_27759","A_27759_11727",0,101,"brood",66.16666667,44.33352
"135",11727,27759,"Male","Partner",21,19,0.425052,2.729198,"27759_11727","A","A_27759","A_27759_11727",0,96,"brood",76,74.16672
"136",11727,27759,"Male","Partner",21,19,0.425052,2.729198,"27759_11727","A","A_27759","A_27759_11727",0,106,"brood",17,58.83336
"137",12518,12368,"Female","Partner",18,18,-0.2259256,1.415381,"12368_12518","A","A_12368","A_12368_12518",0,94,"brood",75,64.00008
"138",12518,12368,"Female","Partner",18,18,-0.2259256,1.415381,"12368_12518","A","A_12368","A_12368_12518",0,105,"brood",99.83333333,66.16656
"139",12518,12368,"Female","Partner",18,18,-0.2259256,1.415381,"12368_12518","A","A_12368","A_12368_12518",0,99,"brood",76.66666667,52.3332
"140",12518,12368,"Female","Partner",18,18,-0.2259256,1.415381,"12368_12518","A","A_12368","A_12368_12518",0,113,"brood",44.66666667,91.6668
"141",12576,21278,"Male","Partner",17,8,0.09089471,0.3498411,"21278_12576","A","A_21278","A_21278_12576",1,115,"brood",51.5,65.83344
"142",12576,21278,"Male","Partner",17,8,0.09089471,0.3498411,"21278_12576","A","A_21278","A_21278_12576",1,108,"brood",105.1666667,59.00016
"143",12576,21278,"Male","Partner",17,8,0.09089471,0.3498411,"21278_12576","A","A_21278","A_21278_12576",1,101,"brood",105.1666667,39.33336
"144",12576,21278,"Male","Partner",17,8,0.09089471,0.3498411,"21278_12576","A","A_21278","A_21278_12576",1,97,"brood",53.5,46.33344
"145",12576,21278,"Male","Partner",17,8,0.09089471,0.3498411,"21278_12576","A","A_21278","A_21278_12576",1,93,"brood",48.33333333,68.66664
"146",19354,20140,"Male","Partner",15,12,0.1097958,1.32351,"20140_19354","A","A_20140","A_20140_19354",0,109,"brood",25.5,48.1668
"147",19354,20140,"Male","Partner",15,12,0.1097958,1.32351,"20140_19354","A","A_20140","A_20140_19354",0,99,"brood",54.16666667,75.16656
"148",19354,20140,"Male","Partner",15,12,0.1097958,1.32351,"20140_19354","A","A_20140","A_20140_19354",0,104,"brood",78.33333333,60.50016
"149",19354,20140,"Male","Partner",15,12,0.1097958,1.32351,"20140_19354","A","A_20140","A_20140_19354",0,95,"brood",15.83333333,24.66648
"150",19354,20140,"Male","Partner",15,12,0.1097958,1.32351,"20140_19354","A","A_20140","A_20140_19354",0,113,"brood",56,85.66656
"151",27665,19519,"Female","Partner",26,14,2.948773,0.4502542,"19519_27665","A","A_19519","A_19519_27665",0,104,"brood",67.66666667,55.16664
"152",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,103,"brood",58.5,2.16672
"153",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,101,"brood",53,50.16672
"154",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,116,"brood",44.000016,68.00016
"155",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,107,"brood",45.16666667,28.99992
"156",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,109,"brood",99.499992,4.3332
"157",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,92,"brood",72,38.8332
"158",20522,20277,"Female","Partner",10,12,1.347735,0.2259662,"20277_20522","A","A_20277","A_20277_20522",0,97,"brood",42.33333333,56.16672
"159",20582,20593,"Female","Partner",10,10,1.014402,0.2904716,"20593_20582","A","A_20593","A_20593_20582",0,105,"brood",140.8333333,54.83352
"160",20582,20593,"Female","Partner",10,10,1.014402,0.2904716,"20593_20582","A","A_20593","A_20593_20582",0,92,"brood",83.33333333,70.3332
"161",20582,20593,"Female","Partner",10,10,1.014402,0.2904716,"20593_20582","A","A_20593","A_20593_20582",0,98,"brood",103.6666667,74.83344
"162",20582,20593,"Female","Partner",10,10,1.014402,0.2904716,"20593_20582","A","A_20593","A_20593_20582",0,114,"brood",165.5,73.6668
"163",21326,20283,"Female","Partner",8,12,0.288892,0.2904716,"20283_21326","A","A_20283","A_20283_21326",1,116,"brood",94.5,48.33336
"164",21326,20283,"Female","Partner",8,12,0.288892,0.2904716,"20283_21326","A","A_20283","A_20283_21326",1,101,"brood",116,111.50016
"165",21326,20283,"Female","Partner",8,12,0.288892,0.2904716,"20283_21326","A","A_20283","A_20283_21326",1,111,"brood",73.33333333,124.5
"166",21402,20539,"Female","Partner",11,10,1.046927,0.1919811,"20539_21402","A","A_20539","A_20539_21402",0,98,"brood",66.83333333,53.33328
"167",21402,20539,"Female","Partner",11,10,1.046927,0.1919811,"20539_21402","A","A_20539","A_20539_21402",0,93,"brood",73.66666667,21.33336
"168",21402,20539,"Female","Partner",11,10,1.046927,0.1919811,"20539_21402","A","A_20539","A_20539_21402",0,114,"brood",66.16666667,52.83336
"169",21402,20539,"Female","Partner",11,10,1.046927,0.1919811,"20539_21402","A","A_20539","A_20539_21402",0,109,"brood",70.16666667,49.83336
"170",21402,20539,"Female","Partner",11,10,1.046927,0.1919811,"20539_21402","A","A_20539","A_20539_21402",0,104,"brood",75.5,68.33328
"171",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,110,"brood",69.666672,45.83328
"172",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,103,"brood",72.16668,49.00008
"173",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,107,"brood",33.16666667,24.83328
"174",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,98,"brood",67.33332,51
"175",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,90,"brood",17.83333333,1.00008
"176",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,114,"brood",47.83333333,22.5
"177",21683,18913,"Male","Partner",16,16,0,3.277168,"18913_21683","A","A_18913","A_18913_21683",0,93,"brood",76,43.33344
"178",23268,9117,"Female","Partner",21,25,3.038892,1.049124,"9117_23268","A","A_9117","A_9117_23268",1,107,"brood",50.33333333,72.83328
"179",23268,9117,"Female","Partner",21,25,3.038892,1.049124,"9117_23268","A","A_9117","A_9117_23268",1,110,"brood",27.5,24.16656
"180",23268,9117,"Female","Partner",21,25,3.038892,1.049124,"9117_23268","A","A_9117","A_9117_23268",1,96,"brood",68.33333333,75.50016
"181",23268,9117,"Female","Partner",21,25,3.038892,1.049124,"9117_23268","A","A_9117","A_9117_23268",1,101,"brood",72.83333333,45.49992
"182",23268,9117,"Female","Partner",21,25,3.038892,1.049124,"9117_23268","A","A_9117","A_9117_23268",1,114,"brood",107.1666667,60
"183",25257,23253,"Female","Partner",26,25,0.5092567,1.349841,"23253_25257","A","A_23253","A_23253_25257",0,113,"brood",61.83333333,59.16672
"184",25257,23253,"Female","Partner",26,25,0.5092567,1.349841,"23253_25257","A","A_23253","A_23253_25257",0,105,"brood",123,97.99992
"185",25257,23253,"Female","Partner",26,25,0.5092567,1.349841,"23253_25257","A","A_23253","A_23253_25257",0,98,"brood",74.33333333,65.8332
"186",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,101,"brood",65,48.49992
"187",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,105,"brood",54.16666667,29.16672
"188",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,112,"brood",46.66666667,111.16656
"189",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,93,"brood",27.33333333,90.49992
"190",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,117,"brood",50.16666667,74.33352
"191",25453,11725,"Female","Partner",19,21,3.157011,0.3946664,"11725_25453","A","A_11725","A_11725_25453",0,96,"brood",77.33333333,40.66656
"192",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,18,"incu",179,110.33328
"193",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,55,"incu",128,277.16664
"194",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,36,"incu",173.5,261.16656
"195",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,67,"incu",212.499984,164.00016
"196",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,101,"brood",13.5,43.33344
"197",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,96,"brood",74.83333333,88.5
"198",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,111,"brood",70.16666667,15.66672
"199",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,107,"brood",12.83333333,22.6668
"200",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,110,"brood",12.5,57.33336
"201",28455,10854,"Female","Partner",20,23,3.519807,2.469864,"10854_28455","A","A_10854","A_10854_28455",0,103,"brood",70.833336,37.66656
"202",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,96,"brood",88.66666667,72.33336
"203",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,105,"brood",33.66666667,38.66688
"204",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,116,"brood",57.83333333,16.33344
"205",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,89,"brood",107.6666667,14.50008
"206",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,113,"brood",55.5,85.66656
"207",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,107,"brood",57.83333333,15.1668
"208",11841,11232,"Male","Partner",21,23,1.639227,3.462843,"11232_11841","B","B_11232","B_11232_11841",0,101,"brood",47.33333333,28.16688
"209",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,92,"brood",75.16666667,46.83336
"210",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,98,"brood",77.5,61.66656
"211",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,88,"brood",53.33333333,94.99992
"212",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,103,"brood",48.66666667,48
"213",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,109,"brood",43.16666667,25.6668
"214",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,114,"brood",90.33333333,72.33336
"215",18959,12029,"Female","Partner",17,20,3.37567,3.483334,"12029_18959","B","B_12029","B_12029_18959",0,107,"brood",31.66666667,44.33328
"216",19612,19798,"Male","Partner",15,12,1.610002,1.17567,"19798_19612","B","B_19798","B_19798_19612",0,109,"brood",53.5,115.5
"217",19612,19798,"Male","Partner",15,12,1.610002,1.17567,"19798_19612","B","B_19798","B_19798_19612",0,100,"brood",101,223.83336
"218",19612,19798,"Male","Partner",15,12,1.610002,1.17567,"19798_19612","B","B_19798","B_19798_19612",0,114,"brood",76.83333333,71.50008
"219",20153,21352,"Male","Partner",13,12,2.757511,1.867799,"21352_20153","B","B_21352","B_21352_20153",0,108,"brood",76,70.5
"220",20153,21352,"Male","Partner",13,12,2.757511,1.867799,"21352_20153","B","B_21352","B_21352_20153",0,102,"brood",63.66666667,103.16664
"221",20153,21352,"Male","Partner",13,12,2.757511,1.867799,"21352_20153","B","B_21352","B_21352_20153",0,114,"brood",54.83333333,71.66664
"222",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,102,"brood",20.5,46.6668
"223",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,97,"brood",71.83333333,48.83328
"224",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,108,"brood",31.66666667,45.66672
"225",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,111,"brood",77.5,44.83344
"226",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,115,"brood",23.16666667,21.49992
"227",20800,18897,"Male","Partner",10,17,2.684725,0.8921932,"18897_20800","B","B_18897","B_18897_20800",0,103,"brood",68.16666667,4.16664
"228",21182,27854,"Male","Partner",17,30,1.544845,4.862843,"27854_21182","B","B_27854","B_27854_21182",0,109,"brood",88.000008,47.66664
"229",21182,27854,"Male","Partner",17,30,1.544845,4.862843,"27854_21182","B","B_27854","B_27854_21182",0,103,"brood",20.16666667,22.16664
"230",21182,27854,"Male","Partner",17,30,1.544845,4.862843,"27854_21182","B","B_27854","B_27854_21182",0,105,"brood",56.16666667,21.50016
"231",21182,27854,"Male","Partner",17,30,1.544845,4.862843,"27854_21182","B","B_27854","B_27854_21182",0,100,"brood",58.66666667,66.1668
"232",21182,27854,"Male","Partner",17,30,1.544845,4.862843,"27854_21182","B","B_27854","B_27854_21182",0,115,"brood",37.66666667,63.66672
"233",21821,20743,"Female","Partner",9,10,2.97567,1.777924,"20743_21821","B","B_20743","B_20743_21821",1,111,"brood",65.16666667,78.49992
"234",21821,20743,"Female","Partner",9,10,2.97567,1.777924,"20743_21821","B","B_20743","B_20743_21821",1,99,"brood",114.1666667,145.99992
"235",21821,20743,"Female","Partner",9,10,2.97567,1.777924,"20743_21821","B","B_20743","B_20743_21821",1,116,"brood",98.16666667,45.83328
"236",21821,20743,"Female","Partner",9,10,2.97567,1.777924,"20743_21821","B","B_20743","B_20743_21821",1,86,"brood",167,96.16656
"237",21821,20743,"Female","Partner",9,10,2.97567,1.777924,"20743_21821","B","B_20743","B_20743_21821",1,107,"brood",19.5,74.50008
"238",21825,5165,"Male","Partner",30,37,0.4865115,2.596457,"5165_21825","B","B_5165","B_5165_21825",0,93,"brood",55.66666667,59.49984
"239",21825,5165,"Male","Partner",30,37,0.4865115,2.596457,"5165_21825","B","B_5165","B_5165_21825",0,106,"brood",79.66666667,51.16656
"240",21825,5165,"Male","Partner",30,37,0.4865115,2.596457,"5165_21825","B","B_5165","B_5165_21825",0,98,"brood",50.5,64.99992
"241",21825,5165,"Male","Partner",30,37,0.4865115,2.596457,"5165_21825","B","B_5165","B_5165_21825",0,112,"brood",37.16666667,65.66664
"242",21825,5165,"Male","Partner",30,37,0.4865115,2.596457,"5165_21825","B","B_5165","B_5165_21825",0,101,"brood",61.83333333,31.3332
"243",22945,20125,"Female","Partner",14,13,2.725945,2.673177,"20125_22945","B","B_20125","B_20125_22945",0,115,"brood",57,58.66656
"244",22945,20125,"Female","Partner",14,13,2.725945,2.673177,"20125_22945","B","B_20125","B_20125_22945",0,110,"brood",72,31.33344
"245",22945,20125,"Female","Partner",14,13,2.725945,2.673177,"20125_22945","B","B_20125","B_20125_22945",0,105,"brood",94.66666667,37.6668
"246",22945,20125,"Female","Partner",14,13,2.725945,2.673177,"20125_22945","B","B_20125","B_20125_22945",0,101,"brood",54.83333333,145.5
"247",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,111,"brood",65.5,40.99992
"248",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,104,"brood",23.66666667,37.6668
"249",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,115,"brood",12.16666667,38.33328
"250",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,99,"brood",84.83333333,88.99992
"251",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,90,"brood",125.8333333,74.33328
"252",23281,23250,"Female","Partner",29,27,2.218257,1.972619,"23250_23281","B","B_23250","B_23250_23281",0,108,"brood",32,69
"253",25426,19330,"Female","Partner",26,16,2.038573,2.895716,"19330_25426","B","B_19330","B_19330_25426",0,110,"brood",106.8333333,45.49992
"254",25426,19330,"Female","Partner",26,16,2.038573,2.895716,"19330_25426","B","B_19330","B_19330_25426",0,106,"brood",52,43.33344
"255",25426,19330,"Female","Partner",26,16,2.038573,2.895716,"19330_25426","B","B_19330","B_19330_25426",0,101,"brood",67.83333333,42
"256",25426,19330,"Female","Partner",26,16,2.038573,2.895716,"19330_25426","B","B_19330","B_19330_25426",0,116,"brood",49,36.49992
"257",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,111,"brood",60.66666667,58.33344
"258",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,106,"brood",75.33333333,46.5
"259",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,115,"brood",41.66666667,31.16688
"260",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,89,"brood",97.16666667,49.66656
"261",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,101,"brood",69.33333333,38.33352
"262",25430,20039,"Female","Partner",21,14,1.136944,2.4085,"20039_25430","B","B_20039","B_20039_25430",0,96,"brood",75.83333333,71.49984
"263",25446,19607,"Female","Partner",10,15,1.668575,1.038573,"19607_25446","B","B_19607","B_19607_25446",0,115,"brood",77.66666667,69.66648
"264",25446,19607,"Female","Partner",10,15,1.668575,1.038573,"19607_25446","B","B_19607","B_19607_25446",0,97,"brood",118,99.33336
"265",25446,19607,"Female","Partner",10,15,1.668575,1.038573,"19607_25446","B","B_19607","B_19607_25446",0,110,"brood",49.66666667,50.66664
"266",25446,19607,"Female","Partner",10,15,1.668575,1.038573,"19607_25446","B","B_19607","B_19607_25446",0,105,"brood",76.16666667,62.66664
"267",27639,25286,"Male","Partner",24,27,3.668077,3.5844,"25286_27639","B","B_25286","B_25286_27639",1,105,"brood",98.5,66.16656
