tag,p_tag,sex,partner_type,age,p_age,pers,p_pers,pair_id,cycle,cycle_p_tag,cycle_pair,new_part,NumDays,breed_stage,no_hours,part_prev_bout
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,95,brood,61.66666667,75.16666667
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,111,brood,72.33333333,43.16666667
12686,27878,Male,Logger,19,19,3.475433,1.18143,12686_27878,B,B_27878,B_12686_27878,0,109,brood,43.66666667,48.83333333
12686,27878,Male,Logger,19,19,3.475433,1.18143,12686_27878,B,B_27878,B_12686_27878,0,98,brood,65.5,77.83333333
12686,27878,Male,Logger,19,19,3.475433,1.18143,12686_27878,B,B_27878,B_12686_27878,0,104,brood,79.5,68.5
18897,20800,Female,Logger,17,10,0.8921932,2.684725,18897_20800,B,B_20800,B_18897_20800,0,100,brood,46.66666667,71.83333333
18897,20800,Female,Logger,17,10,0.8921932,2.684725,18897_20800,B,B_20800,B_18897_20800,0,109,brood,44.83333333,31.66666667
18897,20800,Female,Logger,17,10,0.8921932,2.684725,18897_20800,B,B_20800,B_18897_20800,0,106,brood,45.66666667,68.16666667
18897,20800,Female,Logger,17,10,0.8921932,2.684725,18897_20800,B,B_20800,B_18897_20800,0,114,brood,21.5,77.5
18897,20800,Female,Logger,17,10,0.8921932,2.684725,18897_20800,B,B_20800,B_18897_20800,0,103,brood,4.166666667,20.5
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,92,brood,75.16666667,46.83336
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,98,brood,77.5,61.66656
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,88,brood,53.33333333,94.99992
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,103,brood,48.66666667,48
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,109,brood,43.16666667,25.6668
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,114,brood,90.33333333,72.33336
18959,12029,Female,Partner,17,20,3.37567,3.483334,18959_12029,B,B_12029,B_18959_12029,0,107,brood,31.66666667,44.33328
19330,25426,Male,Logger,16,26,2.895716,2.038573,19330_25426,B,B_25426,B_19330_25426,0,99,brood,42,76
19330,25426,Male,Logger,16,26,2.895716,2.038573,19330_25426,B,B_25426,B_19330_25426,0,108,brood,45.5,52
19330,25426,Male,Logger,16,26,2.895716,2.038573,19330_25426,B,B_25426,B_19330_25426,0,114,brood,36.5,106.8333333
19330,25426,Male,Logger,16,26,2.895716,2.038573,19330_25426,B,B_25426,B_19330_25426,0,104,brood,43.33333333,67.83333333
19607,25446,Male,Logger,15,10,1.038573,1.668575,19607_25446,B,B_25446,B_19607_25446,0,108,brood,50.66666667,76.16666667
19607,25446,Male,Logger,15,10,1.038573,1.668575,19607_25446,B,B_25446,B_19607_25446,0,102,brood,62.66666667,118
19607,25446,Male,Logger,15,10,1.038573,1.668575,19607_25446,B,B_25446,B_19607_25446,0,112,brood,69.66638889,49.66666667
19612,19798,Male,Partner,15,12,1.610002,1.17567,19612_19798,B,B_19798,B_19612_19798,0,109,brood,53.5,115.5
19612,19798,Male,Partner,15,12,1.610002,1.17567,19612_19798,B,B_19798,B_19612_19798,0,100,brood,101,223.83336
19612,19798,Male,Partner,15,12,1.610002,1.17567,19612_19798,B,B_19798,B_19612_19798,0,114,brood,76.83333333,71.50008
19798,19612,Female,Logger,12,15,1.17567,1.610002,19798_19612,B,B_19612,B_19798_19612,0,111,brood,71.5,53.5
19798,19612,Female,Logger,12,15,1.17567,1.610002,19798_19612,B,B_19612,B_19798_19612,0,104,brood,115.5,101
19963,27641,Female,Logger,14,22,1.477475,1.892628,19963_27641,B,B_27641,B_19963_27641,0,97,brood,45.16666667,197.6666667
19963,27641,Female,Logger,14,22,1.477475,1.892628,19963_27641,B,B_27641,B_19963_27641,0,108,brood,69.83333333,29.33333333
19963,27641,Female,Logger,14,22,1.477475,1.892628,19963_27641,B,B_27641,B_19963_27641,0,114,brood,40.16666667,73.16666667
19963,27641,Female,Logger,14,22,1.477475,1.892628,19963_27641,B,B_27641,B_19963_27641,0,104,brood,61.33333333,27.83333333
19963,27641,Female,Logger,14,22,1.477475,1.892628,19963_27641,B,B_27641,B_19963_27641,0,101,brood,50.16666667,45.16666667
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,109,brood,58.33333333,75.33333333
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,114,brood,31.16694444,60.66666667
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,99,brood,38.33361111,75.83333333
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,87,brood,49.66666667,69.16666667
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,93,brood,71.49972222,97.16666667
20039,25430,Male,Logger,14,21,2.4085,1.136944,20039_25430,B,B_25430,B_20039_25430,0,104,brood,46.5,69.33333333
20125,22945,Male,Logger,13,14,2.673177,2.725945,20125_22945,B,B_22945,B_20125_22945,0,103,brood,37.66666667,54.83333333
20125,22945,Male,Logger,13,14,2.673177,2.725945,20125_22945,B,B_22945,B_20125_22945,0,113,brood,58.66666667,72
20125,22945,Male,Logger,13,14,2.673177,2.725945,20125_22945,B,B_22945,B_20125_22945,0,109,brood,31.33333333,94.66666667
20153,21352,Male,Partner,13,12,2.757511,1.867799,20153_21352,B,B_21352,B_20153_21352,0,108,brood,76,70.5
20153,21352,Male,Partner,13,12,2.757511,1.867799,20153_21352,B,B_21352,B_20153_21352,0,102,brood,63.66666667,103.16664
20153,21352,Male,Partner,13,12,2.757511,1.867799,20153_21352,B,B_21352,B_20153_21352,0,114,brood,54.83333333,71.66664
20743,21821,Male,Logger,10,9,1.777924,2.97567,20743_21821,B,B_21821,B_20743_21821,1,114,brood,45.83333333,65.16666667
20743,21821,Male,Logger,10,9,1.777924,2.97567,20743_21821,B,B_21821,B_20743_21821,1,108,brood,78.5,19.5
20743,21821,Male,Logger,10,9,1.777924,2.97567,20743_21821,B,B_21821,B_20743_21821,1,104,brood,74.5,114.1666667
20743,21821,Male,Logger,10,9,1.777924,2.97567,20743_21821,B,B_21821,B_20743_21821,1,93,brood,146,167
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,102,brood,20.5,46.6668
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,97,brood,71.83333333,48.83328
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,108,brood,31.66666667,45.66672
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,111,brood,77.5,44.83344
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,115,brood,23.16666667,21.49992
20800,18897,Male,Partner,10,17,2.684725,0.8921932,20800_18897,B,B_18897,B_20800_18897,0,103,brood,68.16666667,4.16664
21182,27854,Male,Partner,17,30,1.544845,4.862843,21182_27854,B,B_27854,B_21182_27854,0,109,brood,88.000008,47.66664
21182,27854,Male,Partner,17,30,1.544845,4.862843,21182_27854,B,B_27854,B_21182_27854,0,103,brood,20.16666667,22.16664
21182,27854,Male,Partner,17,30,1.544845,4.862843,21182_27854,B,B_27854,B_21182_27854,0,105,brood,56.16666667,21.50016
21182,27854,Male,Partner,17,30,1.544845,4.862843,21182_27854,B,B_27854,B_21182_27854,0,100,brood,58.66666667,66.1668
21182,27854,Male,Partner,17,30,1.544845,4.862843,21182_27854,B,B_27854,B_21182_27854,0,115,brood,37.66666667,63.66672
21185,28454,Female,Logger,21,22,1.072549,1.25035,21185_28454,B,B_28454,B_21185_28454,0,108,brood,110.1666667,106.1666667
21185,28454,Female,Logger,21,22,1.072549,1.25035,21185_28454,B,B_28454,B_21185_28454,0,98,brood,134.8333333,121.5
21352,20153,Female,Logger,12,13,1.867799,2.757511,21352_20153,B,B_20153,B_21352_20153,0,111,brood,71.66666667,76
21352,20153,Female,Logger,12,13,1.867799,2.757511,21352_20153,B,B_20153,B_21352_20153,0,98,brood,103.1666667,41
21352,20153,Female,Logger,12,13,1.867799,2.757511,21352_20153,B,B_20153,B_21352_20153,0,105,brood,70.5,63.66666667
21821,20743,Female,Partner,9,10,2.97567,1.777924,21821_20743,B,B_20743,B_21821_20743,1,111,brood,65.16666667,78.49992
21821,20743,Female,Partner,9,10,2.97567,1.777924,21821_20743,B,B_20743,B_21821_20743,1,99,brood,114.1666667,145.99992
21821,20743,Female,Partner,9,10,2.97567,1.777924,21821_20743,B,B_20743,B_21821_20743,1,116,brood,98.16666667,45.83328
21821,20743,Female,Partner,9,10,2.97567,1.777924,21821_20743,B,B_20743,B_21821_20743,1,86,brood,167,96.16656
21821,20743,Female,Partner,9,10,2.97567,1.777924,21821_20743,B,B_20743,B_21821_20743,1,107,brood,19.5,74.50008
21825,5165,Male,Partner,30,37,0.4865115,2.596457,21825_5165,B,B_5165,B_21825_5165,0,93,brood,55.66666667,59.49984
21825,5165,Male,Partner,30,37,0.4865115,2.596457,21825_5165,B,B_5165,B_21825_5165,0,106,brood,79.66666667,51.16656
21825,5165,Male,Partner,30,37,0.4865115,2.596457,21825_5165,B,B_5165,B_21825_5165,0,98,brood,50.5,64.99992
21825,5165,Male,Partner,30,37,0.4865115,2.596457,21825_5165,B,B_5165,B_21825_5165,0,112,brood,37.16666667,65.66664
21825,5165,Male,Partner,30,37,0.4865115,2.596457,21825_5165,B,B_5165,B_21825_5165,0,101,brood,61.83333333,31.3332
22945,20125,Female,Partner,14,13,2.725945,2.673177,22945_20125,B,B_20125,B_22945_20125,0,115,brood,57,58.66656
22945,20125,Female,Partner,14,13,2.725945,2.673177,22945_20125,B,B_20125,B_22945_20125,0,110,brood,72,31.33344
22945,20125,Female,Partner,14,13,2.725945,2.673177,22945_20125,B,B_20125,B_22945_20125,0,105,brood,94.66666667,37.6668
22945,20125,Female,Partner,14,13,2.725945,2.673177,22945_20125,B,B_20125,B_22945_20125,0,101,brood,54.83333333,145.5
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,102,brood,37.66666667,84.83333333
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,105,brood,69,23.66666667
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,95,brood,89,125.8333333
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,109,brood,41,32
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,113,brood,38.33333333,65.5
23250,23281,Male,Logger,27,29,1.972619,2.218257,23250_23281,B,B_23281,B_23250_23281,0,87,brood,74.33333333,15.16666667
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,111,brood,65.5,40.99992
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,104,brood,23.66666667,37.6668
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,115,brood,12.16666667,38.33328
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,99,brood,84.83333333,88.99992
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,90,brood,125.8333333,74.33328
23281,23250,Female,Partner,29,27,2.218257,1.972619,23281_23250,B,B_23250,B_23281_23250,0,108,brood,32,69
25286,27639,Female,Logger,27,24,3.5844,3.668077,25286_27639,B,B_27639,B_25286_27639,1,116,brood,3,16
25286,27639,Female,Logger,27,24,3.5844,3.668077,25286_27639,B,B_27639,B_25286_27639,1,102,brood,66.16666667,74.83333333
25286,27639,Female,Logger,27,24,3.5844,3.668077,25286_27639,B,B_27639,B_25286_27639,1,113,brood,55.83333333,93.66666667
25286,27639,Female,Logger,27,24,3.5844,3.668077,25286_27639,B,B_27639,B_25286_27639,1,109,brood,1.166666667,98.5
25426,19330,Female,Partner,26,16,2.038573,2.895716,25426_19330,B,B_19330,B_25426_19330,0,110,brood,106.8333333,45.49992
25426,19330,Female,Partner,26,16,2.038573,2.895716,25426_19330,B,B_19330,B_25426_19330,0,106,brood,52,43.33344
25426,19330,Female,Partner,26,16,2.038573,2.895716,25426_19330,B,B_19330,B_25426_19330,0,101,brood,67.83333333,42
25426,19330,Female,Partner,26,16,2.038573,2.895716,25426_19330,B,B_19330,B_25426_19330,0,116,brood,49,36.49992
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,111,brood,60.66666667,58.33344
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,106,brood,75.33333333,46.5
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,115,brood,41.66666667,31.16688
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,89,brood,97.16666667,49.66656
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,101,brood,69.33333333,38.33352
25430,20039,Female,Partner,21,14,1.136944,2.4085,25430_20039,B,B_20039,B_25430_20039,0,96,brood,75.83333333,71.49984
25446,19607,Female,Partner,10,15,1.668575,1.038573,25446_19607,B,B_19607,B_25446_19607,0,115,brood,77.66666667,69.66648
25446,19607,Female,Partner,10,15,1.668575,1.038573,25446_19607,B,B_19607,B_25446_19607,0,97,brood,118,99.33336
25446,19607,Female,Partner,10,15,1.668575,1.038573,25446_19607,B,B_19607,B_25446_19607,0,110,brood,49.66666667,50.66664
25446,19607,Female,Partner,10,15,1.668575,1.038573,25446_19607,B,B_19607,B_25446_19607,0,105,brood,76.16666667,62.66664
27639,25286,Male,Partner,24,27,3.668077,3.5844,27639_25286,B,B_25286,B_27639_25286,1,105,brood,98.5,66.16656
27639,25286,Male,Partner,24,27,3.668077,3.5844,27639_25286,B,B_25286,B_27639_25286,1,116,brood,37.66666667,3
27639,25286,Male,Partner,24,27,3.668077,3.5844,27639_25286,B,B_25286,B_27639_25286,1,99,brood,74.83333333,120.66672
27639,25286,Male,Partner,24,27,3.668077,3.5844,27639_25286,B,B_25286,B_27639_25286,1,109,brood,93.66666667,1.16664
27639,25286,Male,Partner,24,27,3.668077,3.5844,27639_25286,B,B_25286,B_27639_25286,1,115,brood,16,55.83336
27641,19963,Male,Partner,22,14,1.892628,1.477475,27641_19963,B,B_19963,B_27641_19963,0,107,brood,29.33333333,61.33344
27641,19963,Male,Partner,22,14,1.892628,1.477475,27641_19963,B,B_19963,B_27641_19963,0,111,brood,73.16666667,69.83328
27641,19963,Male,Partner,22,14,1.892628,1.477475,27641_19963,B,B_19963,B_27641_19963,0,115,brood,37.83333333,40.16664
27641,19963,Male,Partner,22,14,1.892628,1.477475,27641_19963,B,B_19963,B_27641_19963,0,103,brood,27.83333333,50.16672
27641,19963,Male,Partner,22,14,1.892628,1.477475,27641_19963,B,B_19963,B_27641_19963,0,99,brood,45.16666667,45.16656
27854,21182,Female,Logger,30,17,4.862843,1.544845,27854_21182,B,B_21182,B_27854_21182,0,104,brood,21.50027778,20.16666667
27854,21182,Female,Logger,30,17,4.862843,1.544845,27854_21182,B,B_21182,B_27854_21182,0,107,brood,47.66666667,56.16666667
27854,21182,Female,Logger,30,17,4.862843,1.544845,27854_21182,B,B_21182,B_27854_21182,0,113,brood,63.66666667,88.000008
27854,21182,Female,Logger,30,17,4.862843,1.544845,27854_21182,B,B_21182,B_27854_21182,0,102,brood,22.16666667,58.66666667
27863,11333,Female,Partner,24,23,3.087776,1.79312,27863_11333,B,B_11333,B_27863_11333,0,101,brood,66.66666667,47.50008
27863,11333,Female,Partner,24,23,3.087776,1.79312,27863_11333,B,B_11333,B_27863_11333,0,114,brood,40,26.16672
27863,11333,Female,Partner,24,23,3.087776,1.79312,27863_11333,B,B_11333,B_27863_11333,0,107,brood,144.8333333,75.1668
27875,11658,Female,Partner,21,22,3.668077,3.231898,27875_11658,B,B_11658,B_27875_11658,0,116,brood,99.5,49.00008
27875,11658,Female,Partner,21,22,3.668077,3.231898,27875_11658,B,B_11658,B_27875_11658,0,110,brood,92,53.16672
27875,11658,Female,Partner,21,22,3.668077,3.231898,27875_11658,B,B_11658,B_27875_11658,0,104,brood,95,41.8332
27878,12686,Female,Partner,19,19,1.18143,3.475433,27878_12686,B,B_12686,B_27878_12686,0,95,brood,77.83333333,69.33336
27878,12686,Female,Partner,19,19,1.18143,3.475433,27878_12686,B,B_12686,B_27878_12686,0,111,brood,82.83333333,43.66656
27878,12686,Female,Partner,19,19,1.18143,3.475433,27878_12686,B,B_12686,B_27878_12686,0,101,brood,68.5,65.50008
27878,12686,Female,Partner,19,19,1.18143,3.475433,27878_12686,B,B_12686,B_27878_12686,0,107,brood,48.83333333,79.5
27879,28460,Male,Logger,29,28,3.377633,0.6418972,27879_28460,B,B_28460,B_27879_28460,0,104,brood,135,15.33333333
27879,28460,Male,Logger,29,28,3.377633,0.6418972,27879_28460,B,B_28460,B_27879_28460,0,102,brood,41.5,138.6666667
27879,28460,Male,Logger,29,28,3.377633,0.6418972,27879_28460,B,B_28460,B_27879_28460,0,94,brood,50.00027778,72.33333333
27879,28460,Male,Logger,29,28,3.377633,0.6418972,27879_28460,B,B_28460,B_27879_28460,0,112,brood,55.5,45.33333333
28454,21185,Male,Partner,22,21,1.25035,1.072549,28454_21185,B,B_21185,B_28454_21185,0,113,brood,109.6666667,110.16672
28454,21185,Male,Partner,22,21,1.25035,1.072549,28454_21185,B,B_21185,B_28454_21185,0,93,brood,121.5,187.66656
28454,21185,Male,Partner,22,21,1.25035,1.072549,28454_21185,B,B_21185,B_28454_21185,0,104,brood,106.1666667,134.83344
28460,27879,Female,Partner,28,29,0.6418972,3.377633,28460_27879,B,B_27879,B_28460_27879,0,104,brood,15.33333333,41.50008
28460,27879,Female,Partner,28,29,0.6418972,3.377633,28460_27879,B,B_27879,B_28460_27879,0,114,brood,75.16666667,55.5
28460,27879,Female,Partner,28,29,0.6418972,3.377633,28460_27879,B,B_27879,B_28460_27879,0,110,brood,45.33333333,135
28460,27879,Female,Partner,28,29,0.6418972,3.377633,28460_27879,B,B_27879,B_28460_27879,0,96,brood,138.6666667,50.00016
5165,21825,Female,Logger,37,30,2.596457,0.4865115,5165_21825,B,B_21825,B_5165_21825,0,90,brood,59.49972222,68.66666667
5165,21825,Female,Logger,37,30,2.596457,0.4865115,5165_21825,B,B_21825,B_5165_21825,0,95,brood,65,55.66666667
5165,21825,Female,Logger,37,30,2.596457,0.4865115,5165_21825,B,B_21825,B_5165_21825,0,109,brood,65.66666667,79.66666667
5165,21825,Female,Logger,37,30,2.596457,0.4865115,5165_21825,B,B_21825,B_5165_21825,0,100,brood,31.33333333,50.5
5165,21825,Female,Logger,37,30,2.596457,0.4865115,5165_21825,B,B_21825,B_5165_21825,0,104,brood,51.16666667,61.83333333
11333,27863,Male,Logger,24,25,1.79312,3.087776,11333_27863,C,C_27863,C_11333_27863,0,109,brood,46.5,17.66666667
11333,27863,Male,Logger,24,25,1.79312,3.087776,11333_27863,C,C_27863,C_11333_27863,0,98,brood,96.99972222,169.8333333
11333,27863,Male,Logger,24,25,1.79312,3.087776,11333_27863,C,C_27863,C_11333_27863,0,104,brood,104.5,44.83333333
11954,12804,Female,Logger,22,19,2.615781,-0.1789539,11954_12804,C,C_12804,C_11954_12804,1,103,brood,95.5,98.16666667
11954,12804,Female,Logger,22,19,2.615781,-0.1789539,11954_12804,C,C_12804,C_11954_12804,1,109,brood,142.5,52.5
11954,12804,Female,Logger,22,19,2.615781,-0.1789539,11954_12804,C,C_12804,C_11954_12804,1,93,brood,140,46.33333333
12804,11954,Male,Partner,19,22,-0.1789539,2.615781,12804_11954,C,C_11954,C_12804_11954,1,99,brood,98.16666667,139.99992
12804,11954,Male,Partner,19,22,-0.1789539,2.615781,12804_11954,C,C_11954,C_12804_11954,1,115,brood,44.66666667,142.5
12804,11954,Male,Partner,19,22,-0.1789539,2.615781,12804_11954,C,C_11954,C_12804_11954,1,107,brood,52.5,95.50008
19354,20140,Male,Partner,17,14,0.1097958,1.32351,19354_20140,C,C_20140,C_19354_20140,0,113,brood,56.83333333,89.33328
19354,20140,Male,Partner,17,14,0.1097958,1.32351,19354_20140,C,C_20140,C_19354_20140,0,107,brood,50.66666667,95.66664
19354,20140,Male,Partner,17,14,0.1097958,1.32351,19354_20140,C,C_20140,C_19354_20140,0,97,brood,141,140.8332
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,103,brood,41.5,24.66666667
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,109,brood,20,12.83333333
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,111,brood,73,15
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,106,brood,66.33305556,32.5
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,96,brood,23.49972222,71.83333333
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,98,brood,85.33333333,34.66666667
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,115,brood,18,26.33333333
19519,27665,Male,Logger,16,28,0.4502542,2.948773,19519_27665,C,C_27665,C_19519_27665,0,90,brood,72.16666667,77.666664
19900,21415,Male,Partner,15,13,0.4930243,0.8623088,19900_21415,C,C_21415,C_19900_21415,0,104,brood,71,86.16672
19900,21415,Male,Partner,15,13,0.4930243,0.8623088,19900_21415,C,C_21415,C_19900_21415,0,109,brood,102.5,48.83328
20140,19354,Female,Logger,14,17,1.32351,0.1097958,20140_19354,C,C_19354,C_20140_19354,0,103,brood,95.66666667,141
20140,19354,Female,Logger,14,17,1.32351,0.1097958,20140_19354,C,C_19354,C_20140_19354,0,109,brood,89.33333333,50.66666667
20570,21430,Male,Logger,12,13,0.1169208,1.365781,20570_21430,C,C_21430,C_20570_21430,0,110,brood,67.83333333,73.66668
20570,21430,Male,Logger,12,13,0.1169208,1.365781,20570_21430,C,C_21430,C_20570_21430,0,102,brood,113,120.666672
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,99,brood,84.99972222,52.66666667
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,114,brood,46.16666667,31.66666667
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,94,brood,60.5,51.16666667
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,91,brood,28.16694444,51.33333333
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,111,brood,45.66638889,74.66666667
21392,25250,Female,Logger,29,31,2.649773,0.4475839,21392_25250,C,C_25250,C_21392_25250,0,105,brood,70.16666667,57.333336
21415,19900,Female,Logger,13,15,0.8623088,0.4930243,21415_19900,C,C_19900,C_21415_19900,0,100,brood,86.16666667,150.8333333
21415,19900,Female,Logger,13,15,0.8623088,0.4930243,21415_19900,C,C_19900,C_21415_19900,0,107,brood,48.83333333,71
21430,20570,Female,Partner,13,12,1.365781,0.1169208,21430_20570,C,C_20570,C_21430_20570,0,107,brood,73.66668,112.99992
21430,20570,Female,Partner,13,12,1.365781,0.1169208,21430_20570,C,C_20570,C_21430_20570,0,97,brood,120.666672,97.83336
21430,20570,Female,Partner,13,12,1.365781,0.1169208,21430_20570,C,C_20570,C_21430_20570,0,113,brood,78,67.83336
21610,23141,Male,Partner,10,8,2.093148,2.448773,21610_23141,C,C_23141,C_21610_23141,1,114,brood,60.833328,58.16664
21610,23141,Male,Partner,10,8,2.093148,2.448773,21610_23141,C,C_23141,C_21610_23141,1,102,brood,16.66666667,39.16656
21610,23141,Male,Partner,10,8,2.093148,2.448773,21610_23141,C,C_23141,C_21610_23141,1,105,brood,126.1666667,38.8332
21610,23141,Male,Partner,10,8,2.093148,2.448773,21610_23141,C,C_23141,C_21610_23141,1,111,brood,12.83333333,18.33312
23141,21610,Female,Logger,8,10,2.448773,2.093148,23141_21610,C,C_21610,C_23141_21610,1,101,brood,39.16666667,113.6666667
23141,21610,Female,Logger,8,10,2.448773,2.093148,23141_21610,C,C_21610,C_23141_21610,1,110,brood,18.33305556,126.1666667
23141,21610,Female,Logger,8,10,2.448773,2.093148,23141_21610,C,C_21610,C_23141_21610,1,103,brood,38.83333333,16.66666667
23141,21610,Female,Logger,8,10,2.448773,2.093148,23141_21610,C,C_21610,C_23141_21610,1,111,brood,58.16666667,12.83333333
23268,9117,Female,Partner,23,27,3.038892,1.049124,23268_9117,C,C_9117,C_23268_9117,0,112,brood,102.3333333,65.16648
23268,9117,Female,Partner,23,27,3.038892,1.049124,23268_9117,C,C_9117,C_23268_9117,0,92,brood,115.5,148.16664
23268,9117,Female,Partner,23,27,3.038892,1.049124,23268_9117,C,C_9117,C_23268_9117,0,101,brood,72.83333333,94.5
23268,9117,Female,Partner,23,27,3.038892,1.049124,23268_9117,C,C_9117,C_23268_9117,0,106,brood,78.5,44.66664
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,97,brood,52.66666667,60.49992
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,102,brood,57.333336,84.99984
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,92,brood,51.16666667,28.16688
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,113,brood,31.66666667,45.66648
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,116,brood,121.1666667,46.16664
25250,21392,Male,Partner,31,29,0.4475839,2.649773,25250_21392,C,C_21392,C_25250_21392,0,108,brood,74.66666667,70.16664
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,110,brood,15,19.99992
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,97,brood,34.66666667,23.49984
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,109,brood,12.83333333,66.33312
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,102,brood,24.66666667,85.3332
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,114,brood,26.33333333,73.00008
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,116,brood,61.33332,18
27665,19519,Female,Partner,28,16,2.948773,0.4502542,27665_19519,C,C_19519,C_27665_19519,0,93,brood,71.83333333,72.16656
