"","tag","p_tag","sex","partner_type","age","p_age","pers","p_pers","pair_id","cycle","cycle_tag","cycle_pair","new_part","NumDays","day_date","breed_act","breed_stage","start_date_time","start_numeric_date_time","end_date_time","end_numeric_date_time","timeduration","no_hours","no_days","part_prev_bout"
"198","BS21387","BS18871","Female","Logger",16,21,3.273853,0.4025061,"BS21387_BS18871",2013,"2013_BS18871","2013_BS21387_BS18871",0,69,23,"feb","incu","23/02/2013 05:47",41328.24132,"01/03/2013 04:17",41334.17882,513000,142.5,5.9375,185.8333333
"199","BS21549","BS27614","Female","Logger",30,28,2.148402,2.253362,"BS21549_BS27614",2013,"2013_BS27614","2013_BS21549_BS27614",0,63,17,"feb","incu","17/02/2013 15:12",41322.63368,"25/02/2013 01:22",41330.05729,641400,178.1666667,7.423611111,104.1666667
"200","BS21549","BS27614","Female","Logger",30,28,2.148402,2.253362,"BS21549_BS27614",2013,"2013_BS27614","2013_BS21549_BS27614",0,83,9,"mar","incu","09/03/2013 00:02",41342.00174,"09/03/2013 22:32",41342.93924,81000,22.5,0.9375,286.6666667
"201","BS22903","BS9462","Female","Logger",34,36,3.247322,1.073853,"BS22903_BS9462",2013,"2013_BS9462","2013_BS22903_BS9462",0,10,26,"dec","incu","26/12/2012 12:07",41269.50514,"05/01/2013 00:17",41279.01208,821400,228.1666667,9.506944444,95.66666667
"202","BS22903","BS9462","Female","Logger",34,36,3.247322,1.073853,"BS22903_BS9462",2013,"2013_BS9462","2013_BS22903_BS9462",0,1,17,"dec","incu","17/12/2012 00:37",41260.02597,"22/12/2012 12:27",41265.51903,474600,131.8333333,5.493055556,21.66666667
"203","BS25401","BS11354","Female","Partner",23,24,3.649773,1.947857,"BS11354_BS25401",2013,"2013_BS11354","2013_BS11354_BS25401",0,9,25,"dec","incu","25/12/2012 01:16",41268.05333,"07/01/2013 11:06",41281.46306,1158600,321.8333333,13.40972222,33
"204","BS25401","BS11354","Female","Partner",23,24,3.649773,1.947857,"BS11354_BS25401",2013,"2013_BS11354","2013_BS11354_BS25401",0,6,22,"dec","incu","22/12/2012 23:36",41265.98389,"23/12/2012 16:16",41266.67833,60000,16.66666667,0.694444444,37.5
"205","BS27614","BS21549","Male","Partner",28,30,2.253362,2.148402,"BS21549_BS27614",2013,"2013_BS21549","2013_BS21549_BS27614",0,83,9,"mar","incu","09/03/2013 22:32",41342.93924,"18/03/2013 09:12",41351.38368,729600.048,202.66668,8.444445,22.5
"206","BS27614","BS21549","Male","Partner",28,30,2.253362,2.148402,"BS21549_BS27614",2013,"2013_BS21549","2013_BS21549_BS27614",0,71,25,"feb","incu","25/02/2013 01:22",41330.05729,"09/03/2013 00:02",41342.00174,1032000,286.6666667,11.94444444,178.16664
"207","BS27707","BS28632","Male","Logger",25,9,0.5560877,1.819745,"BS27707_BS28632",2013,"2013_BS28632","2013_BS27707_BS28632",0,36,21,"jan","incu","21/01/2013 07:57",41295.33188,"31/01/2013 07:07",41305.29715,860999,239.1663889,9.965266204,221
"208","BS27707","BS28632","Male","Logger",25,9,0.5560877,1.819745,"BS27707_BS28632",2013,"2013_BS28632","2013_BS27707_BS28632",0,25,10,"jan","incu","10/01/2013 01:57",41284.08188,"12/01/2013 02:57",41286.12354,176399,48.99972222,2.041655093,230.8333333
"209","BS28632","BS27707","Female","Partner",9,25,1.819745,0.5560877,"BS27707_BS28632",2013,"2013_BS27707","2013_BS27707_BS28632",0,46,31,"jan","incu","31/01/2013 07:07",41305.29715,"09/02/2013 10:57",41314.45688,791400,219.8333333,9.159722222,239.16648
"210","BS28632","BS27707","Female","Partner",9,25,1.819745,0.5560877,"BS27707_BS28632",2013,"2013_BS27707","2013_BS27707_BS28632",0,27,12,"jan","incu","12/01/2013 02:57",41286.12354,"21/01/2013 07:57",41295.33188,795600,221,9.208333333,48.99984
"211","BS8390","BS19809","Male","Logger",32,18,2.298154,0.69982,"BS8390_BS19809",2013,"2013_BS19809","2013_BS8390_BS19809",0,9,25,"dec","incu","25/12/2012 01:56",41268.08066,"27/12/2012 16:46",41270.69872,226200,62.83333333,2.618055556,24.16666667
"212","BS8390","BS19809","Male","Logger",32,18,2.298154,0.69982,"BS8390_BS19809",2013,"2013_BS19809","2013_BS8390_BS19809",0,7,23,"dec","incu","23/12/2012 23:56",41266.99733,"24/12/2012 01:46",41267.07372,6600,1.833333333,0.076388889,44.83333333
"213","BS8390","BS19809","Male","Logger",32,18,2.298154,0.69982,"BS8390_BS19809",2013,"2013_BS19809","2013_BS8390_BS19809",0,5,21,"dec","incu","21/12/2012 00:46",41264.03205,"22/12/2012 03:06",41265.12927,94800,26.33333333,1.097222222,45
"214","BS8390","BS19809","Male","Logger",32,18,2.298154,0.69982,"BS8390_BS19809",2013,"2013_BS19809","2013_BS8390_BS19809",0,1,17,"dec","incu","17/12/2012 05:16",41260.21955,"19/12/2012 03:46",41262.15705,167400,46.5,1.9375,24.33333333
"215","BS8390","BS19809","Male","Logger",32,18,2.298154,0.69982,"BS8390_BS19809",2013,"2013_BS19809","2013_BS8390_BS19809",0,21,6,"jan","incu","06/01/2013 08:06",41280.3376,"07/01/2013 14:56",41281.62233,111001,30.83361111,1.284733796,231.3333333
"216","BS8484","BS11218","Male","Logger",32,27,2.004812,1.880613,"BS8484_BS11218",2013,"2013_BS11218","2013_BS8484_BS11218",0,82,8,"mar","incu","08/03/2013 12:49",41341.53439,"11/03/2013 06:29",41344.2705,236400,65.66666667,2.736111111,124.8333333
"217","BS8484","BS11218","Male","Logger",32,27,2.004812,1.880613,"BS8484_BS11218",2013,"2013_BS11218","2013_BS8484_BS11218",0,67,21,"feb","incu","21/02/2013 04:49",41326.20105,"03/03/2013 07:59",41336.333,875400,243.1666667,10.13194444,257.1666667
"218","BS9462","BS22903","Male","Partner",36,34,1.073853,3.247322,"BS22903_BS9462",2013,"2013_BS22903","2013_BS22903_BS9462",0,6,22,"dec","incu","22/12/2012 12:27",41265.51903,"26/12/2012 12:07",41269.50514,344400,95.66666667,3.986111111,131.83344
"219","BS9462","BS22903","Male","Partner",36,34,1.073853,3.247322,"BS22903_BS9462",2013,"2013_BS22903","2013_BS22903_BS9462",0,20,5,"jan","incu","05/01/2013 00:17",41279.01208,"06/01/2013 14:17",41280.59542,136800,38,1.583333333,228.16656
"220","BS18935","BS19513","Male","Partner",22,20,1.493024,0.6810683,"BS19513_BS18935",2014,"2014_BS19513","2014_BS19513_BS18935",0,22,7,"jan","incu","07/01/2014 01:55",41646.0801,"14/01/2014 04:35",41653.19122,614400,170.6666667,7.111111111,171.83328
"221","BS18935","BS19513","Male","Partner",22,20,1.493024,0.6810683,"BS19513_BS18935",2014,"2014_BS19513","2014_BS19513_BS18935",0,14,30,"dec","incu","30/12/2013 09:25",41638.3926,"30/12/2013 22:05",41638.92038,45600,12.66666667,0.527777778,73.66656
"222","BS18935","BS19513","Male","Partner",22,20,1.493024,0.6810683,"BS19513_BS18935",2014,"2014_BS19513","2014_BS19513_BS18935",0,7,23,"dec","incu","23/12/2013 09:25",41631.3926,"27/12/2013 07:45",41635.32316,339600,94.33333333,3.930555556,129.66648
"223","BS19513","BS18935","Female","Logger",20,22,0.6810683,1.493024,"BS19513_BS18935",2014,"2014_BS18935","2014_BS19513_BS18935",0,1,17,"dec","incu","17/12/2013 23:45",41625.98983,"23/12/2013 09:25",41631.3926,466799,129.6663889,5.402766204,21.33333333
"224","BS19513","BS18935","Female","Logger",20,22,0.6810683,1.493024,"BS19513_BS18935",2014,"2014_BS18935","2014_BS19513_BS18935",0,14,30,"dec","incu","30/12/2013 22:05",41638.92038,"07/01/2014 01:55",41646.0801,618600,171.8333333,7.159722222,12.66666667
"225","BS19513","BS18935","Female","Logger",20,22,0.6810683,1.493024,"BS19513_BS18935",2014,"2014_BS18935","2014_BS19513_BS18935",0,11,27,"dec","incu","27/12/2013 07:45",41635.32316,"30/12/2013 09:25",41638.3926,265200,73.66666667,3.069444444,94.33333333
"226","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,23,8,"jan","incu","08/01/2014 16:55",41647.70538,"12/01/2014 04:45",41651.19844,301800,83.83333333,3.493055556,269.8333333
"227","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,6,22,"dec","incu","22/12/2013 02:35",41630.10816,"23/12/2013 01:35",41631.06649,82800,23,0.958333333,15.83333333
"228","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,57,11,"feb","incu","11/02/2014 08:25",41681.35122,"20/02/2014 12:45",41690.53177,793200,220.3333333,9.180555556,488
"229","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,29,14,"jan","incu","14/01/2014 16:55",41653.70538,"22/01/2014 00:25",41661.01788,631800,175.5,7.3125,60.16666667
"230","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,9,25,"dec","incu","25/12/2013 04:55",41633.20538,"28/12/2013 11:05",41636.46233,281400,78.16666667,3.256944444,51.33333333
"231","BS20565","BS22702","Male","Logger",15,13,1.602304,1.487665,"BS20565_BS22702",2014,"2014_BS22702","2014_BS20565_BS22702",0,77,3,"mar","incu","03/03/2014 14:15",41701.59427,"13/03/2014 06:25",41711.26788,835800,232.1666667,9.673611111,265.5
"232","BS21341","BS5750","Male","Partner",35,36,1.256826,0.4502542,"BS5750_BS21341",2014,"2014_BS5750","2014_BS5750_BS21341",0,29,14,"jan","incu","14/01/2014 08:36",41653.35833,"23/01/2014 11:16",41662.46944,787200,218.6666667,9.111111111,152.33328
"233","BS21341","BS5750","Male","Partner",35,36,1.256826,0.4502542,"BS5750_BS21341",2014,"2014_BS5750","2014_BS5750_BS21341",0,22,7,"jan","incu","07/01/2014 07:26",41646.30972,"08/01/2014 00:16",41647.01111,60600,16.83333333,0.701388889,67.16664
"234","BS21644","BS25750","Female","Logger",42,26,1.448773,1.347735,"BS21644_BS25750",2014,"2014_BS25750","2014_BS21644_BS25750",0,7,23,"dec","incu","23/12/2013 13:38",41631.56844,"31/12/2013 23:38",41639.9851,727199,201.9997222,8.416655093,14.83333333
"235","BS21644","BS25750","Female","Logger",42,26,1.448773,1.347735,"BS21644_BS25750",2014,"2014_BS25750","2014_BS21644_BS25750",0,3,19,"dec","incu","19/12/2013 14:48",41627.61705,"22/12/2013 22:48",41630.95038,288000,80,3.333333333,14.5
"236","BS21644","BS25750","Female","Logger",42,26,1.448773,1.347735,"BS21644_BS25750",2014,"2014_BS25750","2014_BS21644_BS25750",0,22,7,"jan","incu","07/01/2014 06:28",41646.26983,"16/01/2014 11:18",41655.47122,795000,220.8333333,9.201388889,150.8333333
"237","BS22702","BS20565","Female","Partner",13,15,1.487665,1.602304,"BS20565_BS22702",2014,"2014_BS20565","2014_BS20565_BS22702",0,66,20,"feb","incu","20/02/2014 12:45",41690.53177,"03/03/2014 14:15",41701.59427,955800,265.5,11.0625,220.3332
"238","BS22702","BS20565","Female","Partner",13,15,1.487665,1.602304,"BS20565_BS22702",2014,"2014_BS20565","2014_BS20565_BS22702",0,12,28,"dec","incu","28/12/2013 11:05",41636.46233,"08/01/2014 16:55",41647.70538,971400,269.8333333,11.24305556,78.1668
"239","BS22702","BS20565","Female","Partner",13,15,1.487665,1.602304,"BS20565_BS22702",2014,"2014_BS20565","2014_BS20565_BS22702",0,27,12,"jan","incu","12/01/2014 04:45",41651.19844,"14/01/2014 16:55",41653.70538,216600,60.16666667,2.506944444,83.83344
"240","BS22702","BS20565","Female","Partner",13,15,1.487665,1.602304,"BS20565_BS22702",2014,"2014_BS20565","2014_BS20565_BS22702",0,7,23,"dec","incu","23/12/2013 01:35",41631.06649,"25/12/2013 04:55",41633.20538,184800,51.33333333,2.138888889,22.99992
"241","BS22702","BS20565","Female","Partner",13,15,1.487665,1.602304,"BS20565_BS22702",2014,"2014_BS20565","2014_BS20565_BS22702",0,37,22,"jan","incu","22/01/2014 00:25",41661.01788,"11/02/2014 08:25",41681.35122,1756800,488,20.33333333,175.5
"242","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,36,21,"jan","incu","21/01/2014 08:46",41660.36528,"03/02/2014 10:16",41673.42778,1128600,313.5,13.0625,201.50016
"243","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,63,17,"feb","incu","17/02/2014 10:46",41687.44861,"18/02/2014 04:56",41688.20556,65400,18.16666667,0.756944444,336.49992
"244","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,27,12,"jan","incu","12/01/2014 10:26",41651.43472,"12/01/2014 23:16",41651.96944,46200,12.83333333,0.534722222,123.16656
"245","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,72,26,"feb","incu","26/02/2014 01:26",41696.05972,"15/03/2014 03:56",41713.16389,1477800,410.5,17.10416667,188.49984
"246","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,8,24,"dec","incu","24/12/2013 03:56",41632.16389,"26/12/2013 15:46",41634.65694,215399.952,59.83332,2.493055,154.99992
"247","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,11,27,"dec","incu","27/12/2013 01:06",41635.04583,"28/12/2013 12:16",41636.51111,126600,35.16666667,1.465277778,9.33336
"248","BS25201","BS25211","Male","Partner",29,37,0.647859,1.038892,"BS25211_BS25201",2014,"2014_BS25211","2014_BS25211_BS25201",0,16,1,"jan","incu","01/01/2014 02:06",41640.0875,"07/01/2014 07:16",41646.30278,537000,149.1666667,6.215277778,85.83336
"249","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,64,18,"feb","incu","18/02/2014 04:56",41688.20556,"26/02/2014 01:26",41696.05972,678599,188.4997222,7.854155093,18.16666667
"250","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,1,17,"dec","incu","17/12/2013 16:56",41625.70556,"24/12/2013 03:56",41632.16389,558000,155,6.458333333,16.66666667
"251","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,22,7,"jan","incu","07/01/2014 07:16",41646.30278,"12/01/2014 10:26",41651.43472,443400,123.1666667,5.131944444,149.1666667
"252","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,12,28,"dec","incu","28/12/2013 12:16",41636.51111,"01/01/2014 02:06",41640.0875,309000,85.83333333,3.576388889,35.16666667
"253","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,10,26,"dec","incu","26/12/2013 15:46",41634.65694,"27/12/2013 01:06",41635.04583,33600,9.333333333,0.388888889,59.83332
"254","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,27,12,"jan","incu","12/01/2014 23:16",41651.96944,"21/01/2014 08:46",41660.36528,725401,201.5002778,8.395844907,12.83333333
"255","BS25211","BS25201","Female","Logger",37,29,1.038892,0.647859,"BS25211_BS25201",2014,"2014_BS25201","2014_BS25211_BS25201",0,49,3,"feb","incu","03/02/2014 10:16",41673.42778,"17/02/2014 10:46",41687.44861,1211400,336.5,14.02083333,313.5
"256","BS25750","BS21644","Male","Partner",26,42,1.347735,1.448773,"BS21644_BS25750",2014,"2014_BS21644","2014_BS21644_BS25750",0,6,22,"dec","incu","22/12/2013 22:48",41630.95038,"23/12/2013 13:38",41631.56844,53400,14.83333333,0.618055556,79.99992
"257","BS25750","BS21644","Male","Partner",26,42,1.347735,1.448773,"BS21644_BS25750",2014,"2014_BS21644","2014_BS21644_BS25750",0,31,16,"jan","incu","16/01/2014 11:18",41655.47122,"21/01/2014 01:18",41660.05455,396000,110,4.583333333,220.83336
"258","BS25750","BS21644","Male","Partner",26,42,1.347735,1.448773,"BS21644_BS25750",2014,"2014_BS21644","2014_BS21644_BS25750",0,15,31,"dec","incu","31/12/2013 23:38",41639.9851,"07/01/2014 06:28",41646.26983,543000,150.8333333,6.284722222,201.99984
"259","BS5750","BS21341","Female","Logger",36,35,0.4502542,1.256826,"BS5750_BS21341",2014,"2014_BS21341","2014_BS5750_BS21341",0,19,4,"jan","incu","04/01/2014 12:16",41643.51111,"07/01/2014 07:26",41646.30972,241800,67.16666667,2.798611111,100.8333333
"260","BS5750","BS21341","Female","Logger",36,35,0.4502542,1.256826,"BS5750_BS21341",2014,"2014_BS21341","2014_BS5750_BS21341",0,23,8,"jan","incu","08/01/2014 00:16",41647.01111,"14/01/2014 08:36",41653.35833,548400,152.3333333,6.347222222,16.83333333
"261","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,106,31,"mar","brood","31/03/2008 05:03",39538.21052,"01/04/2008 03:43",39539.15497,81600,22.66666667,0.944444444,70.833336
"262","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,110,4,"apr","brood","04/04/2008 14:23",39542.59941,"05/04/2008 06:03",39543.25219,56400,15.66666667,0.652777778,12.5
"263","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,107,1,"apr","brood","01/04/2008 16:33",39539.68969,"04/04/2008 01:53",39542.07858,206400,57.33333333,2.388888889,12.83333333
"264","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,92,17,"mar","brood","17/03/2008 12:23",39524.51608,"21/03/2008 04:53",39528.20358,318600,88.5,3.6875,49.66666667
"265","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,101,26,"mar","brood","26/03/2008 16:33",39533.68969,"28/03/2008 06:13",39535.25913,135600,37.66666667,1.569444444,13.5
"266","BS10804","BS28405","Male","Logger",23,20,2.469864,3.519807,"BS10804_BS28405",2008,"2008_BS28405","2008_BS10804_BS28405",0,99,24,"mar","brood","24/03/2008 07:43",39531.32163,"26/03/2008 03:03",39533.12719,156000,43.33333333,1.805555556,74.83333333
"267","BS11673","BS25209","Female","Partner",21,22,-0.05122678,0.4426708,"BS25209_BS11673",2008,"2008_BS25209","2008_BS25209_BS11673",0,98,23,"mar","brood","23/03/2008 03:28",39530.14465,"26/03/2008 04:18",39533.17938,262200,72.83333333,3.034722222,70.83336
"268","BS11673","BS25209","Female","Partner",21,22,-0.05122678,0.4426708,"BS25209_BS11673",2008,"2008_BS25209","2008_BS25209_BS11673",0,108,2,"apr","brood","02/04/2008 11:28",39540.47799,"05/04/2008 08:18",39543.34604,247800,68.83333333,2.868055556,51.33336
"269","BS11673","BS25209","Female","Partner",21,22,-0.05122678,0.4426708,"BS25209_BS11673",2008,"2008_BS25209","2008_BS25209_BS11673",0,92,17,"mar","brood","17/03/2008 10:08",39524.42243,"20/03/2008 04:38",39527.19326,239400,66.5,2.770833333,73.5
"270","BS11673","BS25209","Female","Partner",21,22,-0.05122678,0.4426708,"BS25209_BS11673",2008,"2008_BS25209","2008_BS25209_BS11673",0,104,29,"mar","brood","29/03/2008 02:18",39536.09604,"31/03/2008 08:08",39538.3391,190200,52.83333333,2.201388889,69.99984
"271","BS11673","BS25209","Female","Partner",21,22,-0.05122678,0.4426708,"BS25209_BS11673",2008,"2008_BS25209","2008_BS25209_BS11673",0,115,9,"apr","brood","09/04/2008 08:18",39547.34604,"11/04/2008 05:08",39549.2141,161400,44.83333333,1.868055556,96
"272","BS11675","BS25403","Male","Logger",21,19,0.3946664,3.157011,"BS11675_BS25403",2008,"2008_BS25403","2008_BS11675_BS25403",0,114,8,"apr","brood","08/04/2008 04:01",39546.16767,"11/04/2008 06:21",39549.2649,267601,74.33361111,3.097233796,46.66666667
"273","BS11675","BS25403","Male","Logger",21,19,0.3946664,3.157011,"BS11675_BS25403",2008,"2008_BS25403","2008_BS11675_BS25403",0,99,24,"mar","brood","24/03/2008 09:21",39531.3899,"26/03/2008 09:51",39533.41073,174600,48.5,2.020833333,77.33333333
"274","BS11675","BS25403","Male","Logger",21,19,0.3946664,3.157011,"BS11675_BS25403",2008,"2008_BS25403","2008_BS11675_BS25403",0,107,1,"apr","brood","01/04/2008 14:11",39539.59129,"06/04/2008 05:21",39544.22323,400200,111.1666667,4.631944444,54.16666667
"275","BS11675","BS25403","Male","Logger",21,19,0.3946664,3.157011,"BS11675_BS25403",2008,"2008_BS25403","2008_BS11675_BS25403",0,94,19,"mar","brood","19/03/2008 11:21",39526.47323,"21/03/2008 04:01",39528.16767,146400,40.66666667,1.694444444,27.33333333
"276","BS11675","BS25403","Male","Logger",21,19,0.3946664,3.157011,"BS11675_BS25403",2008,"2008_BS25403","2008_BS11675_BS25403",0,104,29,"mar","brood","29/03/2008 02:51",39536.11906,"30/03/2008 08:01",39537.33434,105000,29.16666667,1.215277778,65
"277","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709","2008_BS27709_BS11677",0,91,16,"mar","brood","16/03/2008 05:12",39523.21667,"18/03/2008 07:12",39525.3,180000,50,2.083333333,74.83344
"278","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709","2008_BS27709_BS11677",0,101,26,"mar","brood","26/03/2008 09:42",39533.40417,"29/03/2008 03:52",39536.16111,238200,66.16666667,2.756944444,44.33352
"279","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709","2008_BS27709_BS11677",0,96,21,"mar","brood","21/03/2008 09:22",39528.39028,"24/03/2008 13:22",39531.55694,273600,76,3.166666667,74.16672
"280","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709","2008_BS27709_BS11677",0,106,31,"mar","brood","31/03/2008 14:42",39538.6125,"01/04/2008 07:42",39539.32083,61200,17,0.708333333,58.83336
"281","BS12318","BS12468","Male","Logger",18,18,1.415381,-0.2259256,"BS12318_BS12468",2008,"2008_BS12468","2008_BS12318_BS12468",0,102,27,"mar","brood","27/03/2008 13:58",39534.58254,"30/03/2008 08:08",39537.33948,238200,66.16666667,2.756944444,76.66666667
"282","BS12318","BS12468","Male","Logger",18,18,1.415381,-0.2259256,"BS12318_BS12468",2008,"2008_BS12468","2008_BS12318_BS12468",0,91,16,"mar","brood","16/03/2008 09:58",39523.41587,"19/03/2008 01:58",39526.08254,230400,64,2.666666667,95.16666667
"283","BS12318","BS12468","Male","Logger",18,18,1.415381,-0.2259256,"BS12318_BS12468",2008,"2008_BS12468","2008_BS12318_BS12468",0,109,3,"apr","brood","03/04/2008 11:58",39541.4992,"07/04/2008 07:38",39545.31865,330000,91.66666667,3.819444444,99.83333333
"284","BS12318","BS12468","Male","Logger",18,18,1.415381,-0.2259256,"BS12318_BS12468",2008,"2008_BS12468","2008_BS12318_BS12468",0,97,22,"mar","brood","22/03/2008 04:58",39529.20754,"24/03/2008 09:18",39531.38809,188400,52.33333333,2.180555556,75
"285","BS12468","BS12318","Female","Partner",18,18,-0.2259256,1.415381,"BS12318_BS12468",2008,"2008_BS12318","2008_BS12318_BS12468",0,94,19,"mar","brood","19/03/2008 01:58",39526.08254,"22/03/2008 04:58",39529.20754,270000,75,3.125,64.00008
"286","BS12468","BS12318","Female","Partner",18,18,-0.2259256,1.415381,"BS12318_BS12468",2008,"2008_BS12318","2008_BS12318_BS12468",0,105,30,"mar","brood","30/03/2008 08:08",39537.33948,"03/04/2008 11:58",39541.4992,359400,99.83333333,4.159722222,66.16656
"287","BS12468","BS12318","Female","Partner",18,18,-0.2259256,1.415381,"BS12318_BS12468",2008,"2008_BS12318","2008_BS12318_BS12468",0,99,24,"mar","brood","24/03/2008 09:18",39531.38809,"27/03/2008 13:58",39534.58254,276000,76.66666667,3.194444444,52.3332
"288","BS12468","BS12318","Female","Partner",18,18,-0.2259256,1.415381,"BS12318_BS12468",2008,"2008_BS12318","2008_BS12318_BS12468",0,113,7,"apr","brood","07/04/2008 07:38",39545.31865,"09/04/2008 04:18",39547.17976,160800,44.66666667,1.861111111,91.6668
"289","BS12526","BS21228","Male","Partner",17,8,0.09089471,0.3498411,"BS21228_BS12526",2008,"2008_BS21228","2008_BS21228_BS12526",1,115,9,"apr","brood","09/04/2008 04:09",39547.17358,"11/04/2008 07:39",39549.31941,185400,51.5,2.145833333,65.83344
"290","BS12526","BS21228","Male","Partner",17,8,0.09089471,0.3498411,"BS21228_BS12526",2008,"2008_BS21228","2008_BS21228_BS12526",1,108,2,"apr","brood","02/04/2008 01:09",39540.04858,"06/04/2008 10:19",39544.43052,378600,105.1666667,4.381944444,59.00016
"291","BS12526","BS21228","Male","Partner",17,8,0.09089471,0.3498411,"BS21228_BS12526",2008,"2008_BS21228","2008_BS21228_BS12526",1,101,26,"mar","brood","26/03/2008 03:59",39533.16663,"30/03/2008 14:09",39537.59024,378600,105.1666667,4.381944444,39.33336
"292","BS12526","BS21228","Male","Partner",17,8,0.09089471,0.3498411,"BS21228_BS12526",2008,"2008_BS21228","2008_BS21228_BS12526",1,97,22,"mar","brood","22/03/2008 07:09",39529.29858,"24/03/2008 12:39",39531.52774,192600,53.5,2.229166667,46.33344
"293","BS12526","BS21228","Male","Partner",17,8,0.09089471,0.3498411,"BS21228_BS12526",2008,"2008_BS21228","2008_BS21228_BS12526",1,93,18,"mar","brood","18/03/2008 08:29",39525.35413,"20/03/2008 08:49",39527.36802,174000,48.33333333,2.013888889,68.66664
"294","BS18863","BS21633","Female","Logger",16,16,3.277168,0,"BS18863_BS21633",2008,"2008_BS21633","2008_BS18863_BS21633",0,90,15,"mar","brood","15/03/2008 11:38",39522.48507,"15/03/2008 12:38",39522.52674,3600,1,0.041666667,77
"295","BS18863","BS21633","Female","Logger",16,16,3.277168,0,"BS18863_BS21633",2008,"2008_BS21633","2008_BS18863_BS21633",0,106,31,"mar","brood","31/03/2008 05:18",39538.22118,"01/04/2008 06:08",39539.2559,89400,24.83333333,1.034722222,72.16668
"296","BS18863","BS21633","Female","Logger",16,16,3.277168,0,"BS18863_BS21633",2008,"2008_BS21633","2008_BS18863_BS21633",0,108,2,"apr","brood","02/04/2008 15:18",39540.63785,"04/04/2008 13:08",39542.54757,165000,45.83333333,1.909722222,33.16666667
"297","BS18863","BS21633","Female","Logger",16,16,3.277168,0,"BS18863_BS21633",2008,"2008_BS21633","2008_BS18863_BS21633",0,113,7,"apr","brood","07/04/2008 10:48",39545.45035,"08/04/2008 09:18",39546.38785,81000,22.5,0.9375,69.666672
